"","source","type","bp_length","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000007171.16","HAVANA","gene",4176,NA,"ENSG00000007171.16","protein_coding","NOS2","2","OTTHUMG00000132445.1","overlapping_locus",4.95337060272321,-1.60315541294509,8.51010906219843,0.000127504094607541,0.000489683499555873,1.64202954085815
"ENSG00000101882.9","HAVANA","gene",7894,NA,"ENSG00000101882.9","protein_coding","NKAP","2","OTTHUMG00000022284.2",NA,0.939427770558336,4.19720815670579,8.50986473279569,0.000127525023913953,0.000489705774593289,1.16002356150156
"ENSG00000236358.1","HAVANA","gene",410,NA,"ENSG00000236358.1","antisense","RP5-827C21.2","2","OTTHUMG00000037944.1",NA,1.68335557409444,2.12113054168649,8.5072922139257,0.000127745626587179,0.000490494714279218,1.58369665185535
"ENSG00000179528.15","HAVANA","gene",2389,NA,"ENSG00000179528.15","protein_coding","LBX2","1","OTTHUMG00000170595.5",NA,3.74821689535435,0.0019195458810734,8.5056970989528,0.000127882634015358,0.000490962530875237,1.82050237998577
"ENSG00000120948.16","HAVANA","gene",6071,NA,"ENSG00000120948.16","protein_coding","TARDBP","2","OTTHUMG00000002120.15","overlapping_locus",-0.626320088342432,6.76697489520947,-8.50205222830249,0.000128196334114351,0.00049206146109404,0.747606934188367
"ENSG00000148158.16","HAVANA","gene",11578,NA,"ENSG00000148158.16","protein_coding","SNX30","2","OTTHUMG00000020512.2",NA,-0.848115477973088,5.46197533050043,-8.50201804655088,0.000128199280196677,0.00049206146109404,0.938388065109743
"ENSG00000099940.11","HAVANA","gene",4953,NA,"ENSG00000099940.11","protein_coding","SNAP29","1","OTTHUMG00000150765.6",NA,0.861813948409561,5.33311850158519,8.49753383124976,0.000128586445694988,0.000493488982007988,0.945466214755745
"ENSG00000025156.12","HAVANA","gene",2702,NA,"ENSG00000025156.12","protein_coding","HSF2","2","OTTHUMG00000016216.3",NA,-1.32998401524451,2.86135682938846,-8.49678894375647,0.000128650889277365,0.000493677769309987,1.45032031952964
"ENSG00000187713.6","HAVANA","gene",1557,NA,"ENSG00000187713.6","protein_coding","TMEM203","2","OTTHUMG00000020985.2","overlapping_locus",1.40028311715279,4.79762159473241,8.49508555369334,0.000128798397006267,0.00049418521980783,1.04691490187356
"ENSG00000261534.1","HAVANA","gene",3779,NA,"ENSG00000261534.1","sense_overlapping","RP11-244O19.1","2","OTTHUMG00000175795.1",NA,-5.2800960318463,-1.1667597424888,-8.49333931973585,0.000128949816989162,0.000494707559121155,1.65060954081584
"ENSG00000280287.1","HAVANA","gene",4219,NA,"ENSG00000280287.1","TEC","RP13-554M15.7","2","OTTHUMG00000168042.1","overlapping_locus",3.79608359007431,2.64750289029059,8.49292737869437,0.000128985567212868,0.000494786067734785,1.57768295698831
"ENSG00000235098.8","HAVANA","gene",2644,NA,"ENSG00000235098.8","protein_coding","ANKRD65","1","OTTHUMG00000002911.4",NA,3.11579741149638,-0.200882720041575,8.49109366916864,0.000129144843824255,0.000495338346356617,1.81111817916631
"ENSG00000171724.2","HAVANA","gene",4137,NA,"ENSG00000171724.2","protein_coding","VAT1L","2","OTTHUMG00000176845.1","overlapping_locus",-5.5036047185269,-0.256225521275837,-8.48933762246244,0.000129297586861725,0.00049571391009449,1.70800082303588
"ENSG00000119535.17","HAVANA","gene",8429,NA,"ENSG00000119535.17","protein_coding","CSF3R","2","OTTHUMG00000008010.7",NA,4.84494028132405,-1.65298261500094,8.48926370639999,0.00012930402072812,0.00049571391009449,1.62816918272264
"ENSG00000140835.9","HAVANA","gene",2669,NA,"ENSG00000140835.9","protein_coding","CHST4","2","OTTHUMG00000137592.4",NA,4.84494028132405,-1.65298261500094,8.48926370639999,0.00012930402072812,0.00049571391009449,1.62816918272264
"ENSG00000128652.11","HAVANA","gene",3548,NA,"ENSG00000128652.11","protein_coding","HOXD3","2","OTTHUMG00000187566.2","overlapping_locus",4.84494028132405,-1.65298261500094,8.48926370639999,0.00012930402072812,0.00049571391009449,1.62816918272264
"ENSG00000267322.2","HAVANA","gene",2593,NA,"ENSG00000267322.2","antisense","SNHG22","2","OTTHUMG00000179829.3","ncRNA_host",2.95395189636258,1.51721452789402,8.48427892396714,0.000129738762129293,0.000497321678422663,1.69187456942686
"ENSG00000257548.1","HAVANA","gene",502,NA,"ENSG00000257548.1","antisense","RP11-797M17.1","2","OTTHUMG00000170006.1",NA,2.76591835840893,0.297601596821806,8.4838426537169,0.000129776890880173,0.000497408928834748,1.7927703639933
"ENSG00000185924.6","HAVANA","gene",3625,NA,"ENSG00000185924.6","protein_coding","RTN4RL1","2","OTTHUMG00000180184.2","overlapping_locus",6.29925669995103,0.438557456629925,8.48325759331479,0.000129828043705601,0.000497546071354828,1.77479411955037
"ENSG00000131381.12","HAVANA","gene",7921,NA,"ENSG00000131381.12","protein_coding","RBSN","2","OTTHUMG00000129860.7",NA,-0.786534431652054,4.90746364797395,-8.48199989469278,0.000129938085020827,0.000497872540882879,1.01521929120051
"ENSG00000204469.12","HAVANA","gene",9115,NA,"ENSG00000204469.12","protein_coding","PRRC2A","2","OTTHUMG00000031168.2","ncRNA_host",0.685505083903934,8.74706934868407,8.48193238396426,0.000129943994852279,0.000497872540882879,0.472598277863591
"ENSG00000127920.5","HAVANA","gene",3055,NA,"ENSG00000127920.5","protein_coding","GNG11","2","OTTHUMG00000023411.4",NA,-5.8006034250988,0.265955315390457,-8.48074614829134,0.000130047887403519,0.000498211624982496,1.74557946005517
"ENSG00000243073.3","HAVANA","gene",1828,NA,"ENSG00000243073.3","protein_coding","PRAMEF4","2","OTTHUMG00000001987.2",NA,4.65793621710991,-1.74691147886135,8.47929178376799,0.000130175393630555,0.000498542729048743,1.61775592457054
"ENSG00000205267.5","HAVANA","gene",744,NA,"ENSG00000205267.5","unprocessed_pseudogene","DGAT2L7P","2","OTTHUMG00000183892.1",NA,4.65793621710991,-1.74691147886135,8.47929178376799,0.000130175393630555,0.000498542729048743,1.61775592457054
"ENSG00000243147.7","HAVANA","gene",1539,NA,"ENSG00000243147.7","protein_coding","MRPL33","2","OTTHUMG00000097795.2","overlapping_locus",-1.05859040911141,3.73698141760253,-8.47923331928429,0.000130180522303509,0.000498542729048743,1.25096630834703
"ENSG00000060971.17","HAVANA","gene",7106,NA,"ENSG00000060971.17","protein_coding","ACAA1","2","OTTHUMG00000131087.6","ncRNA_host",1.49216342075276,5.24638807218077,8.47856719901538,0.000130238972716254,0.000498707567594901,0.95859417598245
"ENSG00000268854.1","HAVANA","gene",375,NA,"ENSG00000268854.1","antisense","CTD-2545M3.2","2","OTTHUMG00000183043.1",NA,1.40293447080671,3.75025969739319,8.47838048626926,0.000130255361719546,0.000498711325779306,1.24015533107707
"ENSG00000260466.1","HAVANA","gene",522,NA,"ENSG00000260466.1","antisense","RP4-536B24.2","2","OTTHUMG00000176392.1",NA,-1.01266832274007,3.75860065195416,-8.476403762279,0.000130429017435859,0.000499208250342499,1.24268775262087
"ENSG00000151632.17","HAVANA","gene",6461,NA,"ENSG00000151632.17","protein_coding","AKR1C2","2","OTTHUMG00000017584.4",NA,-4.30764196269668,-1.64792930977856,-8.47637644546271,0.000130431419091279,0.000499208250342499,1.62141940583331
"ENSG00000171951.4","HAVANA","gene",2719,NA,"ENSG00000171951.4","protein_coding","SCG2","2","OTTHUMG00000133166.4",NA,-4.30764196269668,-1.64792930977856,-8.47637644546271,0.000130431419091279,0.000499208250342499,1.62141940583331
"ENSG00000163389.10","HAVANA","gene",7097,NA,"ENSG00000163389.10","protein_coding","POGLUT1","2","OTTHUMG00000159379.5",NA,-1.37573991517063,3.32618776949725,-8.47503118828851,0.000130549755178412,0.000499602089810218,1.34494243795267
"ENSG00000263575.1","ENSEMBL","gene",79,NA,"ENSG00000263575.1","miRNA","MIR4665","3",NA,NA,3.50938795870721,-0.378377101690887,8.47261004627532,0.000130763043386331,0.000500359166370583,1.79168467374431
"ENSG00000198003.11","HAVANA","gene",2681,NA,"ENSG00000198003.11","protein_coding","CCDC151","1","OTTHUMG00000182028.2",NA,1.96308703115455,1.14514196298622,8.47106596435442,0.00013089927727414,0.00050080159943437,1.70009330610963
"ENSG00000164411.11","HAVANA","gene",2729,NA,"ENSG00000164411.11","protein_coding","GJB7","2","OTTHUMG00000015166.5",NA,2.91021358344551,-0.301721643599377,8.47094890146568,0.000130909612358323,0.00050080159943437,1.7976032783433
"ENSG00000279800.2","HAVANA","gene",2609,NA,"ENSG00000279800.2","processed_pseudogene","BCLAF1P2","1","OTTHUMG00000191386.1","pseudo_consens",-0.91567410568743,4.68921169859461,-8.47004694208272,0.000130989274787853,0.000501015598259126,1.05004235068034
"ENSG00000260869.1","HAVANA","gene",377,NA,"ENSG00000260869.1","protein_coding","AC002310.13","2","OTTHUMG00000176946.2","overlapping_locus",4.57471440831259,1.89923956883539,8.46996506400261,0.000130996509146904,0.000501015598259126,1.69899162821312
"ENSG00000186648.14","HAVANA","gene",6665,NA,"ENSG00000186648.14","protein_coding","CARMIL3","2","OTTHUMG00000172023.1",NA,3.43245133814596,-0.403161565022085,8.46854409331509,0.000131122132654131,0.000501428954535119,1.78874021973552
"ENSG00000272894.5","HAVANA","gene",1730,NA,"ENSG00000272894.5","lincRNA","RP5-1159O4.1","2","OTTHUMG00000186149.1",NA,2.95443820822795,-0.279172191356482,8.46839220199268,0.000131135569084892,0.000501428954535119,1.79602285072348
"ENSG00000100479.12","HAVANA","gene",2955,NA,"ENSG00000100479.12","protein_coding","POLE2","2","OTTHUMG00000170813.2",NA,1.341815448777,2.65497973415481,8.46782837397885,0.000131185459634271,0.000501560472176009,1.45109474056445
"ENSG00000170100.13","HAVANA","gene",11273,NA,"ENSG00000170100.13","protein_coding","ZNF778","2","OTTHUMG00000175526.4",NA,0.806215031612431,4.74804047397301,8.46729458846608,0.000131232711993318,0.000501681873367156,1.02007292322221
"ENSG00000000003.14","HAVANA","gene",4535,NA,"ENSG00000000003.14","protein_coding","TSPAN6","2","OTTHUMG00000022002.1",NA,-1.32375677686351,3.6712629532026,-8.46686421942838,0.00013127082386803,0.000501768307387859,1.26643252812733
"ENSG00000101104.12","HAVANA","gene",4984,NA,"ENSG00000101104.12","protein_coding","PABPC1L","2","OTTHUMG00000032553.8",NA,1.38459944695495,5.02593160802786,8.46503835375356,0.000131432657449928,0.000502293018094281,0.982584079824667
"ENSG00000139182.13","HAVANA","gene",6865,NA,"ENSG00000139182.13","protein_coding","CLSTN3","1","OTTHUMG00000168167.3",NA,-1.26317689875527,3.6529920454176,-8.46496534587824,0.000131439133195087,0.000502293018094281,1.26605221662864
"ENSG00000203546.7","HAVANA","gene",4422,NA,"ENSG00000203546.7","protein_coding","RP11-176H8.1","2","OTTHUMG00000169042.3","overlapping_locus",-0.857064649362169,4.71131958940944,-8.46474821790982,0.000131458394457374,0.000502307320481205,1.03994288048738
"ENSG00000258924.4","HAVANA","gene",5451,NA,"ENSG00000258924.4","processed_transcript","CTB-96E2.3","1","OTTHUMG00000171814.3","overlapping_locus",1.50208538381986,3.39710013985888,8.46412182153705,0.000131513979826359,0.000502460398845559,1.30517897508746
"ENSG00000143294.14","HAVANA","gene",4108,NA,"ENSG00000143294.14","protein_coding","PRCC","1","OTTHUMG00000041294.4",NA,1.20241602988504,5.9787121075867,8.46085879461147,0.000131803973252225,0.000503508911392427,0.825323240001575
"ENSG00000196458.10","HAVANA","gene",10824,NA,"ENSG00000196458.10","protein_coding","ZNF605","2","OTTHUMG00000167934.3","overlapping_locus",-1.09595730406465,4.1866767984711,-8.46049752878129,0.000131836125086242,0.000503572303138009,1.14647837147011
"ENSG00000129993.14","HAVANA","gene",5972,NA,"ENSG00000129993.14","protein_coding","CBFA2T3","2","OTTHUMG00000137864.9","overlapping_locus",4.78093706719388,-1.68908009233473,8.45966541910886,0.00013191021529445,0.000503747488194086,1.61014097404584
"ENSG00000165264.10","HAVANA","gene",1388,NA,"ENSG00000165264.10","protein_coding","NDUFB6","2","OTTHUMG00000019741.1","overlapping_locus",-1.25021513908378,3.50690287586245,-8.45955451820873,0.000131920093417738,0.000503747488194086,1.29115262201442
"ENSG00000215712.10","HAVANA","gene",4644,NA,"ENSG00000215712.10","protein_coding","TMEM242","2","OTTHUMG00000015893.3","overlapping_locus",-1.6274307446749,2.65159508731491,-8.4594581448065,0.000131928678244602,0.000503747488194086,1.47304577850195
"ENSG00000117983.17","HAVANA","gene",18598,NA,"ENSG00000117983.17","protein_coding","MUC5B","2","OTTHUMG00000166494.4","ncRNA_host",3.44822786599882,-0.769858844794183,8.4588850863391,0.000131979738885447,0.000503849231287268,1.7552705163647
"ENSG00000138709.17","HAVANA","gene",8792,NA,"ENSG00000138709.17","protein_coding","LARP1B","1","OTTHUMG00000133343.3","overlapping_locus",0.833591827972621,4.94148266269938,8.45880971009592,0.000131986456750023,0.000503849231287268,0.979767457847412
"ENSG00000157954.14","HAVANA","gene",8977,NA,"ENSG00000157954.14","protein_coding","WIPI2","2","OTTHUMG00000121179.4",NA,0.626569913302104,6.30029872176266,8.45777912092169,0.000132078346909013,0.000504140558107422,0.772934152236912
"ENSG00000245532.7","HAVANA","gene",22767,NA,"ENSG00000245532.7","lincRNA","NEAT1","1","OTTHUMG00000166321.6","ncRNA_host",-2.15831955895389,7.59680366036971,-8.45730430210343,0.000132120707833344,0.000504203226503221,0.629425637539395
"ENSG00000279759.1","HAVANA","gene",4765,NA,"ENSG00000279759.1","TEC","CTC-425O23.5","2","OTTHUMG00000182601.1","overlapping_locus",-2.08154286347652,1.31559552674704,-8.45724589555487,0.000132125919649046,0.000504203226503221,1.68615060661272
"ENSG00000101844.17","HAVANA","gene",2927,NA,"ENSG00000101844.17","protein_coding","ATG4A","2","OTTHUMG00000022176.8",NA,-2.47150451791308,2.16455054005084,-8.45691948596161,0.000132155050648028,0.000504254942753198,1.58663222964524
"ENSG00000178498.15","HAVANA","gene",4087,NA,"ENSG00000178498.15","protein_coding","DTX3","2","OTTHUMG00000170189.2",NA,-1.22605932231104,3.16383380013636,-8.45647172085564,0.00013219502426004,0.000504348013348537,1.35738971087619
"ENSG00000241357.1","HAVANA","gene",333,NA,"ENSG00000241357.1","antisense","RP11-758P17.2","2","OTTHUMG00000159538.1","overlapping_locus",2.02121456437033,1.39226229971127,8.45547134932623,0.000132284381334255,0.000504621970705096,1.66052438993673
"ENSG00000168795.4","HAVANA","gene",4627,NA,"ENSG00000168795.4","protein_coding","ZBTB5","2","OTTHUMG00000019918.1",NA,-1.5005994628449,3.72400685571575,-8.45531882259706,0.00013229801172156,0.000504621970705096,1.25502860994744
"ENSG00000072135.12","HAVANA","gene",5774,NA,"ENSG00000072135.12","protein_coding","PTPN18","2","OTTHUMG00000131630.5",NA,-1.14501498648717,3.44125424612358,-8.45493228511761,0.000132332561467688,0.000504694279437506,1.29677106276024
"ENSG00000136531.15","HAVANA","gene",23695,NA,"ENSG00000136531.15","protein_coding","SCN2A","2","OTTHUMG00000044172.10","overlapping_locus",-3.78659591452228,1.30513158729218,-8.45464029944146,0.000132358666807687,0.000504734369372198,1.73766315958795
"ENSG00000282057.1","HAVANA","gene",3607,NA,"ENSG00000282057.1","lincRNA","RP4-621F18.2","2","OTTHUMG00000010578.5","overlapping_locus",-7.57639716398161,0.776583778075434,-8.4518354310139,0.000132609741708335,0.000505590803850616,1.69754185532631
"ENSG00000127957.17","HAVANA","gene",1727,NA,"ENSG00000127957.17","transcribed_unprocessed_pseudogene","PMS2P3","2","OTTHUMG00000156049.45",NA,1.84149650905904,2.86625099711033,8.45178240591711,0.000132614493471692,0.000505590803850616,1.41426770333811
"ENSG00000177697.17","HAVANA","gene",3938,NA,"ENSG00000177697.17","protein_coding","CD151","1","OTTHUMG00000133311.6",NA,-1.12688603455148,7.00614496738001,-8.45064218390492,0.000132716720162069,0.000505920951384508,0.682627033960406
"ENSG00000023608.4","HAVANA","gene",2656,NA,"ENSG00000023608.4","protein_coding","SNAPC1","2","OTTHUMG00000140343.2","overlapping_locus",-1.6157942905968,2.9103753497571,-8.44862571092762,0.000132897729307289,0.000506551307373802,1.41690409235152
"ENSG00000236349.1","HAVANA","gene",1296,NA,"ENSG00000236349.1","processed_pseudogene","SUCLG2P2","1","OTTHUMG00000170229.1","pseudo_consens",-2.90278345551047,0.897899703634462,-8.44784715141247,0.000132967692893723,0.000506758304908046,1.7410909252103
"ENSG00000070526.14","HAVANA","gene",3448,NA,"ENSG00000070526.14","protein_coding","ST6GALNAC1","2","OTTHUMG00000180369.2",NA,5.00955958918642,-1.57034427962552,8.4470363129551,0.000133040602225983,0.000506916799629265,1.60907964253275
"ENSG00000163958.13","HAVANA","gene",2432,NA,"ENSG00000163958.13","protein_coding","ZDHHC19","2","OTTHUMG00000133642.3",NA,5.00955958918642,-1.57034427962552,8.4470363129551,0.000133040602225983,0.000506916799629265,1.60907964253275
"ENSG00000132386.10","HAVANA","gene",3069,NA,"ENSG00000132386.10","protein_coding","SERPINF1","1","OTTHUMG00000090571.6",NA,-0.881892498322894,4.90978169180644,-8.44635752409921,0.00013310167324691,0.000507089802219394,0.990510605729815
"ENSG00000133256.12","HAVANA","gene",5086,NA,"ENSG00000133256.12","protein_coding","PDE6B","1","OTTHUMG00000159909.4",NA,2.90881075893643,0.129133617675968,8.44571539856427,0.000133159475347612,0.000507250311645463,1.7752751821363
"ENSG00000171148.13","HAVANA","gene",4234,NA,"ENSG00000171148.13","protein_coding","TADA3","2","OTTHUMG00000128440.4",NA,-0.712943226027917,5.54210029598864,-8.4452499739069,0.000133201389455815,0.000507350267581294,0.879334531322479
"ENSG00000255154.7","HAVANA","gene",2119,NA,"ENSG00000255154.7","protein_coding","RP11-80H18.3","2","OTTHUMG00000166318.6","overlapping_locus",1.03635992658842,4.04564242394343,8.44149043919179,0.000133540513965003,0.000508582110368187,1.14058905481043
"ENSG00000264668.1","HAVANA","gene",2897,NA,"ENSG00000264668.1","protein_coding","RP13-582O9.6","2","OTTHUMG00000179773.2","overlapping_locus",1.46963005681091,3.92847248307654,8.44002454350006,0.000133673012587035,0.000509026831931429,1.17628621957205
"ENSG00000102287.18","HAVANA","gene",9612,NA,"ENSG00000102287.18","protein_coding","GABRE","2","OTTHUMG00000024176.3","ncRNA_host",-4.07710705521719,0.606060788137433,-8.43935444284733,0.000133733631685206,0.00050919776383799,1.77401109498232
"ENSG00000260766.1","HAVANA","gene",1842,NA,"ENSG00000260766.1","sense_overlapping","RP11-226L15.5","2","OTTHUMG00000176110.1",NA,-4.07099244932154,-0.186420462223145,-8.438264343945,0.000133832312559376,0.000509465772188683,1.7552461405775
"ENSG00000136448.11","HAVANA","gene",6669,NA,"ENSG00000136448.11","protein_coding","NMT1","1","OTTHUMG00000180003.2","ncRNA_host",-0.640293452470675,6.26286672853561,-8.43822914969051,0.000133835499904856,0.000509465772188683,0.767576262995366
"ENSG00000070961.15","HAVANA","gene",9493,NA,"ENSG00000070961.15","protein_coding","ATP2B1","2","OTTHUMG00000169946.4",NA,-0.644536411516049,5.95841394451518,-8.43729968105131,0.000133919708275512,0.0005097263778765,0.809977455569795
"ENSG00000214413.7","HAVANA","gene",8075,NA,"ENSG00000214413.7","protein_coding","BBIP1","2","OTTHUMG00000019046.3",NA,-2.98975484472303,2.57112878499695,-8.4369727442572,0.000133949342721153,0.000509779226948651,1.5353995550725
